avaliacao_id,vendedor_id,comprador_id,data_avaliacao,data_criacao_conta,nota,ip_origem,texto_avaliacao
AVAL-02395,VEND-0025,COMP-03441,2023-04-07,2023-03-08,4,150.144.105.138,Produto diferente da foto.
AVAL-02396,VEND-0084,COMP-03628,2023-09-16,2021-10-14,3,143.203.101.6,"Veio com defeito, pedi troca."
AVAL-02397,VEND-0097,COMP-01976,2024-08-25,2023-11-06,5,54.195.133.251,"Recomendo, boa experiência."
AVAL-02398,VEND-0104,COMP-03502,2023-07-23,2022-10-16,4,189.204.225.165,Não gostei da qualidade.
AVAL-02399,VEND-0014,COMP-01655,2023-08-28,2023-04-03,2,83.12.130.93,Excelente custo-benefício.
AVAL-02400,VEND-0065,COMP-04914,2024-08-08,2023-09-19,2,138.77.177.22,Excelente custo-benefício.
AVAL-02401,VEND-0092,COMP-04747,2024-05-22,2023-12-16,3,176.89.46.198,
AVAL-02402,VEND-0093,COMP-00466,2024-04-09,2022-11-20,5,11.228.30.112,Demorou um pouco mas chegou bem.
AVAL-02403,VEND-0073,COMP-01036,2024-08-27,2023-08-12,4,24.183.201.17,Excelente custo-benefício.
AVAL-02404,VEND-0031,COMP-02502,2023-04-27,2022-05-09,1,94.14.128.141,"Produto ok, dentro do esperado."
AVAL-02405,VEND-0016,COMP-02120,2024-01-16,2022-07-14,5,67.246.175.139,Bom produto pelo preço.
AVAL-02406,VEND-0114,COMP-01178,2024-08-05,2024-04-29,4,123.88.140.173,Bom produto pelo preço.
AVAL-02407,VEND-0014,COMP-02506,2023-06-24,2021-09-18,4,247.185.213.109,
AVAL-02408,VEND-0014,COMP-00779,2024-09-22,2023-02-10,3,51.142.244.219,
AVAL-02409,VEND-0100,COMP-00382,2024-09-11,2024-03-30,4,31.60.103.84,Não gostei da qualidade.
AVAL-02410,VEND-0063,COMP-04580,2023-01-28,2021-10-17,4,113.220.95.87,Não gostei da qualidade.
AVAL-02411,VEND-0012,COMP-00622,2023-09-17,2022-04-18,5,102.99.99.23,Produto diferente da foto.
AVAL-02412,VEND-0085,COMP-03939,2024-07-18,2023-12-19,3,175.101.117.128,Não gostei da qualidade.
AVAL-02413,VEND-0030,COMP-01803,2024-08-12,2024-07-10,1,10.205.100.86,Demorou um pouco mas chegou bem.
AVAL-02414,VEND-0045,COMP-02461,2024-12-09,2023-06-19,5,62.250.135.79,Não gostei da qualidade.
AVAL-02415,VEND-0090,COMP-01999,2024-10-07,2022-12-16,2,58.156.64.201,"Veio com defeito, pedi troca."
AVAL-02416,VEND-0062,COMP-02770,2023-09-12,2023-06-29,2,113.196.74.29,Produto diferente da foto.
AVAL-02417,VEND-0118,COMP-01811,2024-04-10,2022-05-24,2,228.155.198.125,Excelente custo-benefício.
AVAL-02418,VEND-0016,COMP-00867,2024-01-02,2023-10-02,5,17.179.11.140,"Recomendo, boa experiência."
AVAL-02419,VEND-0016,COMP-02148,2024-09-18,2022-10-04,4,230.174.200.57,"Recomendo, boa experiência."
AVAL-02420,VEND-0049,COMP-03361,2023-03-03,2022-10-02,5,95.144.215.86,Não gostei da qualidade.
AVAL-02421,VEND-0036,COMP-04630,2023-12-06,2022-12-04,4,240.170.66.145,Produto diferente da foto.
AVAL-02422,VEND-0100,COMP-01949,2024-03-05,2022-11-21,4,73.164.160.210,Não gostei da qualidade.
AVAL-02423,VEND-0012,COMP-04023,2024-11-27,2023-03-06,1,169.156.156.249,Não gostei da qualidade.
AVAL-02424,VEND-0104,COMP-04271,2023-11-10,2021-11-13,3,255.48.135.5,"Produto ok, dentro do esperado."
AVAL-02425,VEND-0086,COMP-00077,2024-06-28,2022-12-26,5,146.216.31.96,Demorou um pouco mas chegou bem.
AVAL-02426,VEND-0010,COMP-03006,2023-03-10,2022-04-06,5,106.61.10.79,Excelente custo-benefício.
AVAL-02427,VEND-0082,COMP-00128,2024-05-13,2023-11-08,1,181.143.89.224,"Veio com defeito, pedi troca."
AVAL-02428,VEND-0087,COMP-00458,2024-03-13,2022-08-10,4,250.75.203.87,"Recomendo, boa experiência."
AVAL-02429,VEND-0013,COMP-04621,2024-01-15,2023-02-22,2,195.148.214.133,Demorou um pouco mas chegou bem.
AVAL-02430,VEND-0016,COMP-00869,2024-09-14,2024-01-03,1,240.41.154.164,
AVAL-02431,VEND-0033,COMP-01766,2024-10-05,2023-05-11,5,212.69.53.42,"Recomendo, boa experiência."
AVAL-02432,VEND-0047,COMP-01501,2023-12-10,2023-10-31,5,212.202.147.47,Excelente custo-benefício.
AVAL-02433,VEND-0068,COMP-01801,2023-06-11,2022-12-09,3,245.138.72.186,Não gostei da qualidade.
AVAL-02434,VEND-0039,COMP-03649,2023-11-14,2022-12-26,4,248.196.168.124,"Veio com defeito, pedi troca."
AVAL-02435,VEND-0082,COMP-04753,2023-08-04,2022-08-03,5,85.180.205.186,Produto diferente da foto.
AVAL-02436,VEND-0058,COMP-04147,2023-09-29,2022-04-27,5,193.177.96.39,Não gostei da qualidade.
AVAL-02437,VEND-0067,COMP-02030,2024-07-20,2023-06-13,5,24.191.236.101,Não gostei da qualidade.
AVAL-02438,VEND-0001,COMP-04788,2023-04-03,2022-10-30,5,215.12.89.112,"Produto ok, dentro do esperado."
AVAL-02439,VEND-0085,COMP-04739,2024-08-29,2024-03-02,4,194.199.42.182,"Produto ok, dentro do esperado."
AVAL-02440,VEND-0072,COMP-02337,2024-04-03,2023-05-27,5,109.157.165.144,Bom produto pelo preço.
AVAL-02441,VEND-0045,COMP-01586,2024-03-14,2023-12-27,1,236.193.212.30,"Recomendo, boa experiência."
AVAL-02442,VEND-0101,COMP-04812,2024-11-15,2024-03-27,5,37.235.176.143,Excelente custo-benefício.
AVAL-02443,VEND-0010,COMP-03275,2024-05-03,2022-11-20,4,116.221.182.126,"Veio com defeito, pedi troca."
AVAL-02444,VEND-0074,COMP-03475,2024-12-04,2024-07-25,3,217.37.173.11,Demorou um pouco mas chegou bem.
AVAL-02445,VEND-0010,COMP-00621,2023-08-23,2022-04-04,5,6.63.105.41,Não gostei da qualidade.
AVAL-02446,VEND-0108,COMP-02935,2023-04-14,2021-07-21,5,173.73.105.19,Produto diferente da foto.
AVAL-02447,VEND-0081,COMP-03176,2023-10-25,2022-07-07,4,146.156.17.6,Produto diferente da foto.
AVAL-02448,VEND-0010,COMP-02391,2023-08-06,2021-10-04,2,251.214.8.161,"Veio com defeito, pedi troca."
AVAL-02449,VEND-0071,COMP-03680,2024-03-21,2022-08-14,5,20.122.218.235,"Produto ok, dentro do esperado."
AVAL-02450,VEND-0050,COMP-01895,2024-08-25,2024-03-10,1,194.214.34.138,"Veio com defeito, pedi troca."
AVAL-02451,VEND-0114,COMP-00436,2023-07-15,2023-01-04,5,163.41.57.77,Produto diferente da foto.
AVAL-02452,VEND-0049,COMP-02390,2024-02-26,2023-06-17,5,85.231.94.7,"Recomendo, boa experiência."
AVAL-02453,VEND-0008,COMP-03911,2023-06-03,2022-07-08,4,54.172.38.86,"Veio com defeito, pedi troca."
AVAL-02454,VEND-0083,COMP-00260,2024-12-26,2023-07-25,5,72.95.7.99,Produto diferente da foto.
AVAL-02455,VEND-0085,COMP-01504,2023-03-31,2022-04-23,3,25.10.252.180,"Produto ok, dentro do esperado."
AVAL-02456,VEND-0096,COMP-00073,2024-07-31,2023-01-07,3,89.219.172.52,Demorou um pouco mas chegou bem.
AVAL-02457,VEND-0058,COMP-03767,2023-09-30,2022-07-28,3,206.191.93.253,
AVAL-02458,VEND-0060,COMP-02765,2023-01-08,2022-02-13,3,56.167.67.195,Produto diferente da foto.
AVAL-02459,VEND-0087,COMP-04685,2024-05-19,2023-03-01,3,65.16.244.153,Bom produto pelo preço.
AVAL-02460,VEND-0090,COMP-02546,2024-12-23,2024-06-21,5,42.57.243.80,Demorou um pouco mas chegou bem.
AVAL-02461,VEND-0099,COMP-01311,2023-04-07,2022-11-12,4,70.78.11.171,"Recomendo, boa experiência."
AVAL-02462,VEND-0095,COMP-02685,2024-02-01,2023-08-09,4,125.254.93.8,"Recomendo, boa experiência."
AVAL-02463,VEND-0052,COMP-02374,2024-07-08,2023-08-15,5,187.205.241.246,Demorou um pouco mas chegou bem.
AVAL-02464,VEND-0108,COMP-00673,2023-12-17,2023-01-22,3,22.141.128.24,Excelente custo-benefício.
AVAL-02465,VEND-0032,COMP-03346,2024-12-10,2024-08-12,4,107.106.168.147,"Produto ok, dentro do esperado."
AVAL-02466,VEND-0085,COMP-02261,2023-09-30,2022-02-24,5,235.184.237.141,
AVAL-02467,VEND-0091,COMP-00008,2023-02-06,2022-08-22,3,179.199.138.144,"Veio com defeito, pedi troca."
AVAL-02468,VEND-0090,COMP-03102,2023-02-02,2021-06-11,1,148.73.153.17,"Recomendo, boa experiência."
AVAL-02469,VEND-0048,COMP-00952,2024-02-22,2022-08-13,2,181.235.251.145,Excelente custo-benefício.
AVAL-02470,VEND-0053,COMP-04954,2023-08-15,2022-01-21,4,224.195.73.118,Produto diferente da foto.
AVAL-02471,VEND-0078,COMP-04549,2024-04-22,2022-10-21,4,56.167.219.198,Demorou um pouco mas chegou bem.
AVAL-02472,VEND-0029,COMP-00937,2023-01-24,2022-12-21,5,245.124.234.119,Bom produto pelo preço.
AVAL-02473,VEND-0062,COMP-02634,2024-10-08,2024-01-27,5,247.141.109.142,"Veio com defeito, pedi troca."
AVAL-02474,VEND-0073,COMP-03121,2023-02-26,2022-02-15,3,173.63.81.158,
AVAL-02475,VEND-0020,COMP-00384,2024-11-07,2024-01-06,5,196.100.2.53,Demorou um pouco mas chegou bem.
AVAL-02476,VEND-0117,COMP-01571,2024-05-03,2023-01-18,5,213.66.178.98,Não gostei da qualidade.
AVAL-02477,VEND-0028,COMP-01753,2024-11-08,2023-02-22,4,82.174.84.244,"Recomendo, boa experiência."
AVAL-02478,VEND-0103,COMP-04601,2023-08-14,2023-04-30,4,69.108.167.32,Demorou um pouco mas chegou bem.
AVAL-02479,VEND-0010,COMP-02791,2024-02-02,2023-01-03,2,183.78.41.107,Não gostei da qualidade.
AVAL-02480,VEND-0056,COMP-00906,2023-12-30,2022-01-01,1,142.242.236.42,"Produto ok, dentro do esperado."
AVAL-02481,VEND-0110,COMP-04990,2024-05-10,2023-03-18,3,119.136.126.16,"Produto ok, dentro do esperado."
AVAL-02482,VEND-0041,COMP-04334,2024-06-27,2022-09-03,4,14.209.142.132,Excelente custo-benefício.
AVAL-02483,VEND-0027,COMP-04142,2023-11-28,2023-08-26,4,52.162.20.205,Não gostei da qualidade.
AVAL-02484,VEND-0086,COMP-02239,2024-04-25,2023-12-12,5,204.145.78.143,"Veio com defeito, pedi troca."
AVAL-02485,VEND-0012,COMP-00158,2024-02-01,2022-05-16,4,193.20.124.127,"Produto ok, dentro do esperado."
AVAL-02486,VEND-0085,COMP-01420,2023-08-09,2022-01-13,2,33.194.200.96,"Produto ok, dentro do esperado."
AVAL-02487,VEND-0024,COMP-01636,2024-05-07,2023-07-17,5,113.244.167.160,"Recomendo, boa experiência."
AVAL-02488,VEND-0076,COMP-00388,2023-03-23,2021-08-11,5,150.73.164.97,Produto diferente da foto.
AVAL-02489,VEND-0097,COMP-02812,2024-11-28,2024-03-13,5,215.33.141.137,"Recomendo, boa experiência."
AVAL-02490,VEND-0098,COMP-03008,2023-08-19,2021-10-28,3,89.75.106.124,"Recomendo, boa experiência."
AVAL-02491,VEND-0104,COMP-01549,2024-02-04,2022-03-03,3,243.113.175.106,"Veio com defeito, pedi troca."
AVAL-02492,VEND-0087,COMP-01276,2024-09-23,2022-10-03,5,201.112.211.160,
AVAL-02493,VEND-0018,COMP-04730,2023-04-08,2022-12-19,1,19.185.58.77,"Veio com defeito, pedi troca."
AVAL-02494,VEND-0034,COMP-02571,2023-08-01,2023-06-13,4,142.51.91.242,
AVAL-02495,VEND-0047,COMP-01416,2024-02-27,2022-07-29,5,217.194.95.232,
AVAL-02496,VEND-0031,COMP-01817,2023-03-17,2021-05-20,5,242.130.22.10,Excelente custo-benefício.
AVAL-02497,VEND-0091,COMP-00600,2023-11-03,2023-02-18,5,223.216.148.152,"Produto ok, dentro do esperado."
AVAL-02498,VEND-0016,COMP-02477,2023-06-16,2021-06-20,5,191.53.45.47,"Recomendo, boa experiência."
AVAL-02499,VEND-0035,COMP-02017,2023-04-25,2022-01-19,3,81.14.201.80,Bom produto pelo preço.
AVAL-02500,VEND-0005,COMP-04820,2023-12-24,2023-01-12,3,47.115.118.51,Excelente custo-benefício.
AVAL-02501,VEND-0080,COMP-03983,2023-05-19,2021-11-10,2,173.86.246.10,Produto diferente da foto.
AVAL-02502,VEND-0101,COMP-01775,2023-10-19,2023-04-26,1,35.196.213.88,Demorou um pouco mas chegou bem.
AVAL-02503,VEND-0001,COMP-00484,2023-05-19,2022-02-16,2,156.177.52.27,Bom produto pelo preço.
AVAL-02504,VEND-0002,COMP-00422,2024-02-07,2023-05-26,3,66.80.171.12,Não gostei da qualidade.
AVAL-02505,VEND-0075,COMP-01925,2023-07-30,2021-11-08,2,50.99.132.232,"Veio com defeito, pedi troca."
AVAL-02506,VEND-0093,COMP-01816,2024-08-17,2024-04-29,5,60.157.203.135,Bom produto pelo preço.
AVAL-02507,VEND-0055,COMP-00191,2024-03-12,2022-05-10,3,161.160.113.212,Bom produto pelo preço.
AVAL-02508,VEND-0098,COMP-00288,2024-12-10,2023-09-26,5,14.160.246.237,Demorou um pouco mas chegou bem.
AVAL-02509,VEND-0104,COMP-02174,2024-08-30,2023-03-27,3,131.89.125.177,Produto diferente da foto.
AVAL-02510,VEND-0053,COMP-00334,2023-01-06,2022-02-23,1,231.60.130.103,Não gostei da qualidade.
AVAL-02511,VEND-0011,COMP-00938,2023-05-26,2023-02-26,3,104.65.219.217,Excelente custo-benefício.
AVAL-02512,VEND-0019,COMP-01376,2024-06-25,2022-12-31,5,114.34.56.200,"Veio com defeito, pedi troca."
AVAL-02513,VEND-0060,COMP-01013,2023-08-27,2021-09-18,2,175.36.221.190,
AVAL-02514,VEND-0008,COMP-04337,2023-08-22,2023-04-24,4,151.214.38.160,"Veio com defeito, pedi troca."
AVAL-02515,VEND-0036,COMP-00513,2023-12-04,2022-11-18,5,138.146.91.159,"Veio com defeito, pedi troca."
AVAL-02516,VEND-0015,COMP-04614,2024-08-22,2023-05-11,5,40.62.107.154,"Veio com defeito, pedi troca."
AVAL-02517,VEND-0053,COMP-01883,2024-02-22,2022-06-26,5,49.216.242.34,Bom produto pelo preço.
AVAL-02518,VEND-0091,COMP-02466,2024-01-23,2022-08-01,3,100.225.188.238,Bom produto pelo preço.
AVAL-02519,VEND-0014,COMP-01982,2024-08-26,2023-02-17,5,127.67.235.140,Não gostei da qualidade.
AVAL-02520,VEND-0011,COMP-04216,2024-09-18,2023-06-06,4,187.83.211.5,Produto diferente da foto.
AVAL-02521,VEND-0101,COMP-03310,2024-05-10,2023-12-09,5,200.100.89.151,Bom produto pelo preço.
AVAL-02522,VEND-0094,COMP-02328,2023-05-05,2021-07-23,5,104.170.19.96,
AVAL-02523,VEND-0066,COMP-02527,2023-04-27,2022-04-02,4,222.18.46.222,Bom produto pelo preço.
AVAL-02524,VEND-0030,COMP-02776,2024-04-29,2024-03-12,2,71.68.201.42,Excelente custo-benefício.
AVAL-02525,VEND-0043,COMP-01385,2024-08-18,2022-11-29,3,23.48.190.18,
AVAL-02526,VEND-0113,COMP-04128,2024-04-19,2022-05-26,4,187.107.2.235,Bom produto pelo preço.
AVAL-02527,VEND-0090,COMP-04421,2024-08-22,2024-02-20,5,146.192.59.185,"Recomendo, boa experiência."
AVAL-02528,VEND-0098,COMP-04835,2024-11-01,2024-01-19,4,228.92.215.85,Excelente custo-benefício.
AVAL-02529,VEND-0120,COMP-01202,2023-04-05,2022-04-01,4,135.225.248.3,Excelente custo-benefício.
AVAL-02530,VEND-0033,COMP-02052,2023-01-25,2021-12-01,3,117.228.106.48,Bom produto pelo preço.
AVAL-02531,VEND-0090,COMP-02572,2023-05-10,2021-09-19,2,253.173.74.191,"Produto ok, dentro do esperado."
AVAL-02532,VEND-0119,COMP-04506,2024-12-18,2024-11-12,4,225.177.74.195,"Recomendo, boa experiência."
AVAL-02533,VEND-0110,COMP-01386,2023-12-18,2022-01-24,2,228.38.205.4,Não gostei da qualidade.
AVAL-02534,VEND-0099,COMP-00699,2024-03-29,2022-11-11,4,67.29.131.159,Excelente custo-benefício.
AVAL-02535,VEND-0109,COMP-01019,2023-01-23,2021-01-25,5,147.18.139.44,Não gostei da qualidade.
AVAL-02536,VEND-0065,COMP-03996,2023-07-15,2022-09-12,3,42.41.186.85,"Produto ok, dentro do esperado."
AVAL-02537,VEND-0085,COMP-03527,2024-03-18,2022-11-08,5,232.143.131.78,Bom produto pelo preço.
AVAL-02538,VEND-0120,COMP-00864,2024-01-12,2022-12-15,5,177.5.160.146,Excelente custo-benefício.
AVAL-02539,VEND-0068,COMP-00141,2024-09-21,2024-06-15,4,217.44.110.158,
AVAL-02540,VEND-0082,COMP-01519,2023-02-27,2021-08-21,1,137.81.151.149,"Produto ok, dentro do esperado."
AVAL-02541,VEND-0045,COMP-00573,2024-09-17,2024-09-15,5,192.168.1.100,"Produto incrível, vendedor nota 10!"
AVAL-02542,VEND-0051,COMP-02857,2023-12-16,2023-11-06,4,176.191.245.232,Produto diferente da foto.
AVAL-02543,VEND-0088,COMP-00587,2023-05-22,2022-09-11,4,224.248.69.16,"Produto ok, dentro do esperado."
AVAL-02544,VEND-0047,COMP-00545,2023-11-12,2023-01-07,5,183.130.118.83,"Produto ok, dentro do esperado."
AVAL-02545,VEND-0092,COMP-03224,2024-02-02,2022-02-10,3,198.192.76.72,"Veio com defeito, pedi troca."
AVAL-02546,VEND-0021,COMP-01920,2023-12-24,2023-04-06,5,67.244.163.222,Não gostei da qualidade.
AVAL-02547,VEND-0007,COMP-04431,2023-04-15,2021-10-10,5,33.70.162.229,"Recomendo, boa experiência."
AVAL-02548,VEND-0087,COMP-02729,2024-01-04,2023-04-22,5,185.249.185.205,"Veio com defeito, pedi troca."
AVAL-02549,VEND-0029,COMP-04277,2024-02-01,2022-08-04,5,53.73.173.102,Produto diferente da foto.
AVAL-02550,VEND-0055,COMP-02403,2023-12-02,2023-04-03,2,180.106.40.65,Excelente custo-benefício.
AVAL-02551,VEND-0047,COMP-04848,2023-12-05,2023-08-28,4,225.16.204.83,Produto diferente da foto.
AVAL-02552,VEND-0004,COMP-04809,2024-03-12,2023-06-21,3,233.157.221.210,Produto diferente da foto.
AVAL-02553,VEND-0081,COMP-00531,2023-01-06,2022-03-29,5,15.195.115.165,Produto diferente da foto.
AVAL-02554,VEND-0094,COMP-04905,2023-08-23,2023-07-22,4,135.212.195.121,
AVAL-02555,VEND-0030,COMP-02080,2024-01-14,2022-02-21,4,38.19.249.33,
AVAL-02556,VEND-0095,COMP-03954,2024-06-02,2023-03-06,4,67.166.78.196,"Recomendo, boa experiência."
AVAL-02557,VEND-0111,COMP-00877,2023-09-18,2023-07-08,1,125.243.186.96,Excelente custo-benefício.
AVAL-02558,VEND-0048,COMP-03647,2023-04-13,2022-08-17,5,200.5.27.185,Excelente custo-benefício.
AVAL-02559,VEND-0038,COMP-01853,2024-05-04,2023-05-04,5,18.39.126.79,"Veio com defeito, pedi troca."
AVAL-02560,VEND-0008,COMP-03392,2024-01-25,2022-05-17,4,162.2.241.77,
AVAL-02561,VEND-0018,COMP-01106,2023-12-26,2022-09-29,2,255.41.180.218,"Recomendo, boa experiência."
AVAL-02562,VEND-0011,COMP-02935,2024-01-01,2022-07-14,4,116.220.18.190,"Produto ok, dentro do esperado."
AVAL-02563,VEND-0012,COMP-00555,2023-12-12,2023-03-13,4,183.160.250.196,"Veio com defeito, pedi troca."
AVAL-02564,VEND-0039,COMP-02872,2024-04-28,2023-04-21,2,61.54.84.157,Excelente custo-benefício.
AVAL-02565,VEND-0066,COMP-02405,2024-08-24,2024-07-12,5,243.9.244.67,Excelente custo-benefício.
AVAL-02566,VEND-0097,COMP-02203,2024-10-09,2023-08-24,2,137.188.207.232,Excelente custo-benefício.
AVAL-02567,VEND-0030,COMP-03820,2024-03-21,2023-06-30,4,138.69.28.252,Bom produto pelo preço.
AVAL-02568,VEND-0061,COMP-00441,2024-09-11,2023-01-08,5,205.117.143.181,Excelente custo-benefício.
AVAL-02569,VEND-0102,COMP-02226,2023-01-28,2021-04-12,2,139.240.151.163,Demorou um pouco mas chegou bem.
AVAL-02570,VEND-0021,COMP-04840,2024-05-05,2023-05-11,5,166.70.159.80,"Recomendo, boa experiência."
AVAL-02571,VEND-0060,COMP-00330,2023-03-22,2021-08-22,1,60.148.62.88,Bom produto pelo preço.
AVAL-02572,VEND-0004,COMP-04605,2023-08-20,2022-10-03,4,118.35.138.193,
AVAL-02573,VEND-0001,COMP-03147,2023-02-06,2021-10-05,5,55.7.79.44,"Produto ok, dentro do esperado."
AVAL-02574,VEND-0010,COMP-00546,2024-09-15,2023-01-13,4,28.253.216.160,Produto diferente da foto.
AVAL-02575,VEND-0001,COMP-00836,2024-07-22,2022-12-26,3,76.49.117.211,Produto diferente da foto.
AVAL-02576,VEND-0034,COMP-03964,2023-12-31,2023-08-13,5,131.217.248.68,"Recomendo, boa experiência."
AVAL-02577,VEND-0053,COMP-00627,2023-11-08,2023-02-08,5,203.53.207.80,
AVAL-02578,VEND-0095,COMP-01120,2023-10-23,2023-01-22,5,201.153.240.243,
AVAL-02579,VEND-0036,COMP-00612,2024-03-28,2023-01-31,3,99.190.197.57,Demorou um pouco mas chegou bem.
AVAL-02580,VEND-0002,COMP-00889,2024-01-29,2023-10-27,5,237.22.59.193,"Produto ok, dentro do esperado."
AVAL-02581,VEND-0052,COMP-04898,2023-01-26,2021-02-03,4,93.173.5.61,Produto diferente da foto.
AVAL-02582,VEND-0118,COMP-01870,2023-06-04,2022-12-31,5,191.108.215.174,Demorou um pouco mas chegou bem.
AVAL-02583,VEND-0049,COMP-01734,2023-06-19,2022-10-30,4,228.188.70.201,"Veio com defeito, pedi troca."
AVAL-02584,VEND-0021,COMP-00940,2024-11-29,2024-01-07,5,249.105.44.121,"Veio com defeito, pedi troca."
AVAL-02585,VEND-0038,COMP-02074,2023-12-25,2022-10-14,4,198.55.210.63,Demorou um pouco mas chegou bem.
AVAL-02586,VEND-0092,COMP-03627,2024-10-05,2023-01-02,3,6.157.131.217,"Recomendo, boa experiência."
AVAL-02587,VEND-0051,COMP-01365,2023-09-30,2022-03-24,4,94.105.246.113,"Veio com defeito, pedi troca."
AVAL-02588,VEND-0052,COMP-04111,2023-09-19,2022-04-16,1,48.85.109.15,
AVAL-02589,VEND-0076,COMP-03782,2023-07-30,2022-05-31,2,210.27.109.89,Excelente custo-benefício.
AVAL-02590,VEND-0050,COMP-02045,2024-03-14,2022-11-23,5,34.237.132.84,"Produto ok, dentro do esperado."
AVAL-02591,VEND-0047,COMP-04227,2023-12-29,2022-03-31,3,254.146.63.204,"Veio com defeito, pedi troca."
AVAL-02592,VEND-0082,COMP-04424,2024-09-09,2023-01-22,5,37.159.102.110,Não gostei da qualidade.
AVAL-02593,VEND-0094,COMP-03049,2023-04-10,2022-01-19,5,19.236.80.147,Bom produto pelo preço.
AVAL-02594,VEND-0055,COMP-04318,2024-05-22,2024-02-25,5,118.155.61.22,Não gostei da qualidade.
AVAL-02595,VEND-0071,COMP-00730,2023-10-20,2022-10-09,5,191.14.142.77,Não gostei da qualidade.
AVAL-02596,VEND-0069,COMP-01612,2024-07-01,2023-01-05,5,140.230.226.46,Demorou um pouco mas chegou bem.
AVAL-02597,VEND-0082,COMP-02204,2023-06-29,2021-10-11,4,210.247.248.166,Bom produto pelo preço.
AVAL-02598,VEND-0016,COMP-02056,2024-07-21,2023-08-30,2,52.228.105.255,Bom produto pelo preço.
AVAL-02599,VEND-0073,COMP-00785,2024-08-13,2023-08-31,5,96.141.247.98,Não gostei da qualidade.
AVAL-02600,VEND-0113,COMP-04335,2024-09-13,2023-04-24,4,251.224.240.191,"Veio com defeito, pedi troca."
AVAL-02601,VEND-0065,COMP-01835,2023-01-14,2022-03-20,5,180.77.251.246,
AVAL-02602,VEND-0087,COMP-02449,2023-07-25,2022-12-27,5,23.46.28.55,Produto diferente da foto.
AVAL-02603,VEND-0058,COMP-02115,2024-01-11,2022-02-18,5,200.15.50.254,Demorou um pouco mas chegou bem.
AVAL-02604,VEND-0087,COMP-04190,2024-02-18,2023-05-03,3,130.173.123.187,"Produto ok, dentro do esperado."
AVAL-02605,VEND-0114,COMP-04367,2023-05-11,2023-01-03,3,174.124.40.139,Demorou um pouco mas chegou bem.
AVAL-02606,VEND-0022,COMP-01668,2024-05-12,2024-01-27,4,73.163.2.23,
AVAL-02607,VEND-0035,COMP-03194,2023-04-23,2021-07-02,5,1.202.158.15,"Produto ok, dentro do esperado."
AVAL-02608,VEND-0052,COMP-03434,2024-11-29,2024-09-30,5,122.153.178.200,Não gostei da qualidade.
AVAL-02609,VEND-0060,COMP-00731,2023-11-25,2022-03-01,5,51.43.74.157,Produto diferente da foto.
AVAL-02610,VEND-0010,COMP-03602,2024-03-07,2023-09-02,3,76.120.14.168,"Produto ok, dentro do esperado."
AVAL-02611,VEND-0109,COMP-02518,2024-01-16,2022-07-29,2,126.192.138.197,Excelente custo-benefício.
AVAL-02612,VEND-0011,COMP-03050,2024-06-11,2023-06-22,5,213.218.221.166,"Veio com defeito, pedi troca."
AVAL-02613,VEND-0022,COMP-03403,2023-03-24,2021-04-19,2,101.216.253.103,
AVAL-02614,VEND-0096,COMP-00067,2023-05-15,2022-07-24,5,245.167.124.144,
AVAL-02615,VEND-0113,COMP-03138,2023-06-19,2023-01-14,5,229.220.170.170,"Veio com defeito, pedi troca."
AVAL-02616,VEND-0012,COMP-03129,2024-09-30,2024-08-22,3,94.148.198.181,Bom produto pelo preço.
AVAL-02617,VEND-0040,COMP-02838,2023-06-07,2022-08-23,5,106.155.43.8,"Recomendo, boa experiência."
AVAL-02618,VEND-0051,COMP-01442,2023-09-08,2021-12-19,4,134.220.101.166,Bom produto pelo preço.
AVAL-02619,VEND-0031,COMP-01371,2024-12-05,2023-11-08,5,32.181.79.234,
AVAL-02620,VEND-0088,COMP-03503,2023-03-12,2022-12-05,2,247.177.221.109,"Recomendo, boa experiência."
AVAL-02621,VEND-0083,COMP-02263,2024-12-19,2023-05-15,5,32.123.12.243,Não gostei da qualidade.
AVAL-02622,VEND-0056,COMP-02191,2023-09-28,2023-07-06,5,30.255.224.44,
AVAL-02623,VEND-0021,COMP-00790,2023-11-11,2022-03-11,3,179.133.160.225,
AVAL-02624,VEND-0007,COMP-00467,2023-02-27,2021-04-08,5,95.31.176.176,"Recomendo, boa experiência."
AVAL-02625,VEND-0036,COMP-01597,2023-01-12,2021-02-19,1,139.29.53.181,Não gostei da qualidade.
AVAL-02626,VEND-0102,COMP-02760,2023-09-29,2022-07-23,5,97.21.84.65,Produto diferente da foto.
AVAL-02627,VEND-0076,COMP-04626,2023-08-03,2023-03-07,5,254.146.162.121,Excelente custo-benefício.
AVAL-02628,VEND-0035,COMP-00567,2024-02-27,2022-10-25,5,171.143.37.126,Bom produto pelo preço.
AVAL-02629,VEND-0029,COMP-00703,2024-07-14,2023-03-01,5,138.92.182.78,Bom produto pelo preço.
AVAL-02630,VEND-0097,COMP-03860,2023-10-30,2023-01-20,3,167.16.45.191,Não gostei da qualidade.
AVAL-02631,VEND-0013,COMP-03525,2023-07-31,2023-03-26,4,28.190.179.117,"Produto ok, dentro do esperado."
AVAL-02632,VEND-0111,COMP-02387,2023-02-02,2022-02-02,5,8.57.43.140,Excelente custo-benefício.
AVAL-02633,VEND-0091,COMP-00252,2023-03-19,2021-03-29,1,67.22.151.97,Produto diferente da foto.
